"","RBBP7","HDAC1","SIN3B","HDAC2","RBBP4","SIN3A","SUDS3","BRMS1L","SAP30L","ARID4A","ING1","ARID4B","SAP30","ING2","BRMS1","TNRC18","SAP130","HNRNPUL1","BAHCC1","PHF12","TUBA1A","CHD4","GATAD1","GATAD2B","MTA1","MBD3","MTA2","MBD2","GATAD2A","CHD3","PRKDC","CCT2","CCT5","TUBB6","TCP1","MSH2","CCT3","CCT4","CCT6A","CCT8","MORF4L1","CCT7","ERC1","CDK2AP1","MTA3","PWWP2A","CHD5","RCOR1","KDM1A","C16orf87","MIER1","DNTTIP1","WDR5","ZMYM2","GSE1","MIER3","ZMYM3","CTBP1","HMG20A","RERE","RCOR3","CDYL","ZNF516","MIER2","BCL11A","ZNF217","RREB1","RCOR2","PHF21A","ARID5B","MGA","EPPK1","HSPA1A","HSPA9","TUBB4B","TUBA4A","TUBA8","KPNA2","HSPA4","KPNB1","KPNA3","DECR1","HSPH1","CANX","ZNF219","HSPA4L","MORF4L2","ZNF512B","BCL11B","TRERF1","ZNF521","MRFAP1","MRGBP","BRD8","MRFAP1L1","LIN9","LYZ","LIN52","SUZ12","SCOC","LIN37","EZH2","CHAF1A","AEBP2","MYBL2","EED","LIN54","RNF41","PALB2","CHAF1B","EP400","BPTF","ASH1L","PCBP1","TUBB","SNRPD1","TUBA1C","HSPA8","U2AF2","RCC2","SNRPD2","RBM39","HMGB1","SNRPA","BTF3L4","EIF1AX","NUCKS1","ENO1","CKB","EIF5A","CPSF6","BTF3","EEF1A1","HNRNPF","RCN2","PCBP2","C1QBP","NCL","NPM1","SNRNP70","TUBA1B","HSP90AA1","PUF60","TUFM","HSP90AB1","CLTC","EIF5B","CACTIN","NACA","MCM3","DYNC1H1","SNRPD3","MFAP1","SPTAN1","HNRNPA2B1","SSRP1","DDX46","FBN2","FLNA","CSE1L","DSP","CTBP2","ZNF592","TRMT1","FBN1"
"GTEX-147F4-2826-SM-5NQBN",11.4798,11.3021,12.0921,10.7151,11.8411,11.5114,10.5436,8.0857,10.1911,10.421,9.4363,10.9666,8.1948,7.5157,9.5196,12.5765,9.9144,12.6341,10.6101,11.2556,11.7342,12.4703,11.4929,11.1222,11.5964,10.5789,10.888,11.3219,10.9024,12.6371,11.4681,11.0168,10.977,11.318,11.7409,8.9069,11.3185,11.402,11.1215,11.4671,12.7493,11.6874,10.5943,10.844,10.4398,8.6618,4.3219,10.4294,11.0895,7.6653,10.2312,9.1163,9.8539,12.0244,11.7834,9.4263,10.8619,11.4586,10.0561,12.8855,11.2831,9.7279,10.8041,9.3376,7.1898,10.5931,11.1685,4.6439,10.865,12.4057,10.2372,8.9454,13.4297,12.5108,11.2136,9.5675,6.6218,8.6432,10.4605,11.9178,9.6515,10.2456,10.2119,13.5487,10.1823,8.5606,12.5703,10.6496,7.1293,8.7142,10.5236,12.9103,8.5843,10.9687,10.5088,6.7814,10.9629,8.4998,10.0423,10.5906,8.3746,7.1497,8.6366,10.3038,4.7549,9.2143,8.3794,10.1124,8.0279,7.5699,11.288,11.643,11.8028,12.9529,13.4481,9.2715,9.9108,12.3485,11.8392,10.9744,11.1567,13.4952,13.2054,10.7347,9.9732,11.3022,12.986,13.5993,10.93,12.1566,11.7181,13.4066,17.9629,12.1843,10.1649,13.8608,10.137,13.235,13.4791,13.8044,13.4266,13.5979,11.462,11.4893,14.5357,12.617,11.4748,9.8978,14.1576,10.8603,12.8293,10.4476,9.4919,13.4388,14.3467,11.63,11.0891,3.3219,15.8396,10.4325,12.7097,11.25,11.0059,9.9263,11.7138
"GTEX-WYJK-1326-SM-3NB2T",12.1871,11.8979,13.0734,11.5236,12.8022,12.1591,11.5099,9.0972,11.783,11.2808,9.5005,11.8362,8.9039,8.1799,10.2912,13.206,10.4747,13.311,11.2796,11.8549,12.6704,12.9803,11.9462,11.69,12.243,11.8265,11.8285,12.1079,11.5162,13.6648,12.5179,11.7628,11.7524,11.8074,12.6647,9.7549,12.268,12.2742,12.4105,12.125,13.6322,12.4035,11.6407,11.5408,11.204,9.7245,6.2854,10.9009,12.1434,7.9542,11.2761,9.5661,11.0935,12.785,12.8729,10.5925,11.168,12.1636,10.6461,14.2998,12.0778,10.29,11.6041,10.3877,6.1699,11.2579,11.8467,4.0875,11.8715,12.7534,11.2685,10.0835,12.3727,13.1807,11.7926,10.0205,8.798,9.5958,11.4257,12.8643,10.4878,11.0921,11.1033,13.9338,11.5577,8.6892,13.4627,11.7014,8.0661,9.5755,11.1344,13.5579,9.3663,11.7752,11.4752,7.2384,8.7979,9.4676,10.6804,10.8956,8.9713,8.4388,9.0028,10.6671,4.0875,9.5314,9.1033,10.8757,9.1774,8.1497,12.2547,12.5313,12.6195,13.3008,13.6518,9.4919,10.8156,13.7895,12.3587,11.8986,11.5859,14.3537,13.8838,11.0641,11.0251,11.9236,13.5162,13.5054,11.6519,12.6959,12.584,14.0223,18.7607,12.6795,11.1235,14.4802,10.744,14.232,14.5265,14.8429,13.5784,14.1832,11.9733,12.1257,15.1561,13.269,12.4958,11.1361,14.7817,11.2943,13.8386,10.8687,10.0334,14.1944,15.2143,12.5437,12.1178,5.7004,16.3109,11.3685,13.1848,12.2397,11.7043,10.891,12.9826
"GTEX-145MO-0826-SM-5NQBL",11.1412,11.2639,12.2146,10.8065,11.6569,10.9079,10.094,8.111,9.9114,9.8099,8.5601,10.4325,8.2479,7.1799,9.6707,11.7899,9.3707,12.4971,10.062,10.6083,11.4974,12.174,10.7822,10.4533,11.3903,11.0742,11.3767,11.445,11.0437,11.865,11.4848,11.4215,11.9833,12.0989,12.1089,8.7142,11.891,11.7494,11.7586,11.5717,12.8908,12.2219,10.6847,10.7433,9.8626,8.6073,4.1699,10.0688,10.9396,7.1898,9.8642,8.8948,10.021,11.1762,12.4559,9.1293,9.8392,11.5392,9.5287,13.2318,10.3891,9.5603,9.7515,11.1222,4.858,10.4727,10.9873,2.585,10.3685,11.88,9.8657,7.7879,13.8069,12.5882,11.5962,9.5516,8.2627,9.3274,10.6348,12.0106,10.1396,10.9432,10.2796,13.3149,10.2823,6.8506,12.2831,10.4042,5.1699,8.1033,9.3038,12.7258,8.565,10.6357,10.1306,5.9773,9.3753,8.3794,9.8066,10.3805,8.3028,7.1396,7.6366,9.6402,4.2479,8.1293,8.0056,10.1497,8.1898,6.7549,11.1601,10.9196,11.3939,13.3765,12.6605,9.4959,10.1901,13.5733,11.8826,10.9766,11.183,13.0901,13.245,10.3923,10.1493,11.4789,12.4805,13.6187,11.8186,12.767,11.1668,13.5023,18.162,12.3103,10.014,13.6819,10.7448,13.4482,13.2833,13.5799,13.6531,13.919,11.611,11.7334,14.643,12.7043,11.6709,9.9856,14.2324,10.7004,12.8853,10.4735,9.1163,13.1596,14.1036,11.8249,10.8838,5,15.0859,10.7228,11.6027,11.3682,10.6856,10.4808,11.2592
"GTEX-Y111-2026-SM-4SOJA",11.0041,10.9285,11.8045,10.2877,11.2581,10.7923,10.2513,7.7748,10.0375,9.8963,8.9069,10.4686,7.5392,7.2192,9.2831,12.2805,9.1163,12.0056,10.7822,10.9106,11.5437,11.9123,11.0681,10.5962,11.2752,10.8165,10.7423,10.9204,10.544,12.3432,11.1984,10.42,10.7706,10.7128,11.1446,8.7074,11.1007,11.0017,10.8376,10.7499,12.4629,11.1624,10.3151,10.6461,10.0126,8.8948,7.3487,9.9114,10.5459,7.2946,10.0042,8.3619,9.6792,11.6411,11.719,9.098,10.3365,11.2784,9.812,12.4871,10.8463,8.9687,10.2726,9.5255,6.5078,10.2264,10.9418,4.858,10.6777,11.0105,9.7572,8.1749,12.6849,11.7288,10.3474,9.1654,6.6201,8.0122,10.0634,11.3481,9.7194,9.8595,9.7781,12.7484,10.4776,8.168,11.556,10.1557,7.0661,8.6546,10.1369,12.1858,8.3129,10.6795,10.1611,5.9542,6.6294,7.7279,9.3435,10.2981,7.761,6.9069,7.9248,9.8734,4.0875,8.8765,7.858,9.7142,8,6.8826,10.8538,11.0777,11.1007,12.4115,12.6019,8.7108,9.4969,12.5018,11.4115,10.7151,10.3576,13.1536,12.8369,9.8978,9.408,10.9047,12.3942,12.7461,10.4471,11.7102,11.1699,12.6656,17.5058,11.3151,9.783,13.0911,9.7245,12.8429,12.692,13.6996,12.8189,13.2581,11.0768,11.1092,13.8951,12.0393,11.3182,9.9513,13.513,10.4584,12.5382,9.6362,8.9858,13.2715,14.0132,11.1118,10.5971,5,16.1401,10.128,11.6671,11.166,10.6115,10.098,10.9586
"GTEX-13NZ9-1026-SM-5MR5K",11.6481,12.0498,12.2043,11.4732,12.1712,11.4104,10.9721,8.8445,10.6891,9.9715,9.606,10.8588,8.7715,7.6366,10.2656,12.3734,9.9307,12.5835,11.3191,11.3121,12.7018,12.6907,11.1248,11.2848,11.5922,11.7474,11.6613,11.4299,11.3526,12.8667,11.9422,11.8133,12.3331,11.5711,12.1558,9.0901,12.4873,12.1374,11.8746,12.1396,13.2685,12.7813,10.8673,12.0265,10.3465,9.3923,4.1699,10.5662,11.4414,7.6865,10.2889,9.5177,10.4315,11.3146,11.2986,9.5137,11.0539,12.1309,10.374,12.9595,10.9076,9.3531,10.421,10.2288,7.7748,11.3695,11.2288,5.2095,11.4924,12.7684,10.5517,8.9039,13.9026,12.9866,11.8113,9.9761,6.4676,9.9499,11.3815,12.1801,10.1923,10.6662,12.1592,13.6854,10.8797,8.7749,12.6544,10.5854,8.4429,9.0444,10.3038,13.2833,9.3729,11.9129,11.1235,6.9773,9.1768,8.4009,9.8274,10.6421,8.8375,7.6582,9.0715,10.0914,6.3399,9.7764,8.2288,10.1699,8.585,7.3663,11.5741,11.5203,11.526,13.5159,14.0319,10.1997,10.415,13.9678,12.7671,12.0858,11.8166,13.5319,13.1821,11.0921,10.252,11.4633,12.8564,14.5986,10.3837,13.0749,11.7142,13.4564,18.0969,12.7717,10.1241,14.0305,11.2426,13.8725,13.7376,14.3857,14.2881,14.8479,12.1373,12.4318,15.242,12.9304,12.1029,10.6362,14.2544,11.4471,13.1721,10.8179,10.3365,13.6546,14.8783,12.3641,11.1874,3.9069,15.5562,11.1504,12.5341,11.6216,11.0593,11.2408,12.8958
"GTEX-QEG5-0726-SM-4R1JQ",11.364,11.258,12.032,11.115,11.9651,11.1517,10.7849,8.4751,9.8009,9.5565,8.5764,10.8502,8.5887,6.6294,9.7764,11.783,9.4009,12.3146,10.0238,11.3964,11.5619,12.2532,11.1254,10.9285,11.7389,10.8493,11.1344,11.1997,11.032,12.2761,11.937,11.5177,11.9702,10.8414,11.8163,9.3242,12.1322,11.6297,11.8731,11.7069,12.6157,12.1383,10.1997,10.3694,10.1774,8.8549,4.7004,10.2252,11.1731,7,10.0279,8.7313,10.2806,11.6922,11.9278,9.4073,9.9278,11.4073,10.1206,12.6273,10.9121,8.8009,10.2691,9.5196,6.5236,11.0646,11.1573,2.3219,11.032,11.8773,10.3208,8.8978,11.4803,12.7574,10.9346,8.5647,6.5209,9.2525,10.8533,12.0841,9.9248,10.3276,11.1497,13.4039,10.0094,7.7786,12.4322,10.6878,6.0661,7.7347,9.1189,12.6143,8.1799,11.5779,10.5831,6.7682,7.0383,8.1898,9.7036,10.4888,8.0475,8.1497,8.224,9.783,2.3219,9.3707,8.1189,9.7313,8.3443,7.4998,11.457,11.0804,11.338,12.7405,12.8336,9.8517,10.1566,13.1283,12.1415,11.5142,10.9366,13.5994,13.0019,10.6284,10.32,11.6772,12.4729,13.8237,8.5812,12.563,11.9293,13.078,17.5908,12.478,10.115,13.5058,10.6662,13.8688,13.6086,14.5913,13.3295,13.9987,11.3723,11.7237,14.7638,12.6495,12.0421,10.354,13.8222,11.1299,12.6168,10.3083,9.5236,12.9041,14.7924,12.2027,11.1624,3.7004,14.6821,10.8681,12.605,11.5854,10.8337,10.8757,11.1972
"GTEX-111YS-1926-SM-5GICC",11.5996,11.5897,12.5402,11.1948,12.3798,11.911,11.0866,8.511,11.2444,10.5575,9.0479,11.4826,8.2095,7.3487,9.9484,12.664,10.0821,13.0074,10.722,11.7389,12.0775,12.6306,11.3038,11.1636,12.065,11.4131,11.4528,11.5641,11.2848,13.0778,12.1749,11.4305,11.4585,10.9275,12.2159,9.4676,11.8707,11.6962,11.7814,11.5925,13.1309,11.973,10.9241,10.9507,10.6294,9.1111,3.8074,10.3794,11.762,7.7415,10.6493,9.1573,10.702,12.0255,12.3864,9.9039,10.7151,11.777,10.3245,14.0127,11.3772,9.9337,10.5565,9.8234,6.9542,11.421,11.233,2.585,11.3309,12.5008,10.6883,8.8234,12.1421,12.6303,11.4248,9.5683,6.0336,9.8833,10.8226,12.1726,9.8796,10.3707,10.8447,13.6539,11.0031,7.387,12.7522,11.3866,5.585,9.0607,10.4105,12.935,8.6402,12.013,11.0485,7.098,7.1497,8.8041,10.4829,10.5058,8.4929,8.5157,8.9278,10.0403,3.9069,9.445,8.5699,10.2889,8.9159,7.7074,11.9441,12.0404,12.1248,13.0926,12.9537,9.5906,10.5489,13.1507,12.2647,11.7249,11.2515,14.0158,13.7131,10.7398,10.3163,11.665,12.9848,13.3551,10.128,12.4135,12.0475,13.4495,18.2782,12.5601,10.6303,13.9415,10.4888,13.8304,13.6436,14.9718,13.3883,13.7774,11.5565,11.8061,14.5111,12.8156,11.9945,10.4896,14.344,11.1364,13.3526,10.5009,9.8517,13.6746,14.8781,12.2452,11.6281,4.3923,14.8387,10.7398,12.905,12.0907,11.1491,10.7474,12.6944
"GTEX-S33H-0326-SM-4AD6N",11.2285,11.1715,11.3761,10.868,11.6373,10.7943,10.5106,8.3212,10.6429,10.0182,9.0301,10.3231,7.3576,7.7211,9.3923,11.4635,9.5236,12.1176,10.4594,10.547,12.6373,11.9191,11.0451,10.5915,11.0585,11.4584,11.2656,11.5389,10.9144,11.8494,11.0258,10.9708,11.7308,12.7375,11.7979,9.1319,11.8459,11.6085,11.4486,11.4341,13.29,11.988,10.7532,11.0554,10.0888,9.6439,2.3219,10.1536,10.7279,7.3663,10.2981,8.633,10.033,11.1504,12.3029,9.5294,10.3576,11.854,10.1212,12.8723,10.6874,9.3399,9.7566,10.4635,4.3923,10.1724,11.1376,5.4263,10.4825,11.3106,9.9929,4.6439,12.6772,12.2131,12.2701,8.5898,7.0974,9.0138,10.9307,11.8946,10.6466,10.8368,10.2264,13.6722,12.0639,6.8879,12.0218,10.0297,5.1293,9.1548,10.3826,12.8329,8.8978,10.6909,9.7582,6.858,9.0109,8.3264,9.784,10.4858,7.9113,7.1396,8.2384,9.9527,6.4594,9.0661,8.1548,10.23,8.3264,7.1396,11.0956,11.0187,10.9091,13.6779,14.02,9.2143,10.6224,13.3494,11.6926,10.9794,10.8353,13.0517,13.0708,10.5108,9.9916,11.2995,12.6768,13.9857,10.0888,12.4821,11.102,13.0502,18.092,11.9421,10.0782,13.7711,10.2444,13.1013,13.0608,13.0825,14.3272,14.3376,11.224,11.7524,14.3499,12.9403,12.2051,9.6115,13.775,10.7895,12.8297,10.2187,9.5018,12.8516,14.1283,11.4777,10.511,2.3219,14.9656,10.7977,10.0566,11.177,10.769,10.2009,13.0262
"GTEX-11PRG-0826-SM-5EQ6A",11.6586,11.5694,12.1904,10.567,11.8561,11.3771,10.6339,8.0919,10.3049,9.9744,8.9022,10.7789,7.6439,7.2574,9.8719,12.768,9.6184,12.476,10.7432,11.381,12.4497,12.2926,11.464,10.7532,11.7966,11.1297,10.9951,10.9751,10.9009,12.8895,11.5751,11.1189,10.9388,10.6385,11.78,9.4325,11.4742,11.6443,11.1824,11.2288,12.677,11.8349,10.1357,10.9409,10.5226,8.9337,5.4263,10.1849,11.3078,7.5078,10.0566,9.4051,10.17,11.7448,11.9487,9.2946,10.792,11.6204,9.9844,13.1043,11.1586,9.5793,10.5127,10.2923,7.3663,11.2408,11.2562,4.7004,10.6618,11.6416,10.218,9.683,11.8434,12.339,11.0066,9.5175,6.2741,8.8106,10.4157,11.6173,9.388,10.3231,10.5943,12.8267,10.5801,8.4387,12.3274,11.1732,8.2574,9.2738,10.6768,12.6126,8.5196,11.526,10.8146,6.7944,10.0207,8.6294,9.9005,10.5887,8.8092,7.4676,9.0875,10.1548,5.0875,9.6312,8.2143,9.9672,8.3837,7.8392,11.3652,11.2458,11.5289,12.7438,12.8678,9.4778,9.8497,12.1608,11.9222,11.2095,11.6271,13.6448,12.9381,10.6366,9.8307,11.132,12.6996,13.356,10.5971,12.0577,11.7398,13.4167,17.8323,11.9155,10.3026,13.6133,10.2935,13.0793,13.224,14.4555,12.9889,13.4418,11.8506,11.899,14.1975,12.1608,11.3306,10.6657,14.1053,10.9278,12.614,10.3829,9.7004,13.5424,14.1785,11.7381,11.1306,3.585,15.4961,10.4409,12.8088,11.4894,10.9344,10.6321,10.9498
"GTEX-ZTX8-1226-SM-4YCE9",11.7272,11.6357,11.5632,11.1867,12.2038,11.7253,10.5135,8.7305,11.2709,10.4988,9.6247,11.3096,9.1007,7.5622,10.0647,12.2591,9.6348,12.8061,10.7271,11.32,12.5772,12.7147,11.0835,10.8234,11.6279,11.2243,11.5162,11.5033,11.0928,12.8053,11.9951,11.6096,11.7202,11.2745,12.2333,9.2336,12.1261,12.0163,11.8471,11.8857,13.168,12.2825,10.6202,11.1051,10.4105,9.2761,5.1293,10.1331,11.5454,7.4346,10.5285,9.2969,10.48,11.6653,11.4126,10.0084,10.2958,11.6303,9.9465,13.1772,11.196,9.7682,10.8057,10.2432,6.4757,11.0868,10.8963,3.7004,11.3315,12.6484,10.4346,8.6036,12.3993,12.6015,11.8606,9.9721,7.086,9.6689,11.1849,12.2871,9.7748,10.6147,10.9794,13.6289,10.449,7.3173,12.7997,10.7475,7.2574,8.8517,10.3815,13.1883,9.0361,11.6782,11.3966,7.0553,9.517,8.6036,10.2673,10.6083,8.7641,8,8.7448,9.9887,4.3923,9.2715,8.6475,10.3465,9.014,8.1293,11.4538,11.4105,11.756,13.1278,13.3809,9.8963,10.8844,13.694,11.9318,11.4584,11.6613,13.788,13.6109,11.163,10.5618,11.7546,13.1189,13.801,10.6384,12.6223,11.591,13.789,18.5644,12.6865,10.7993,13.9488,10.8289,13.9833,14.2826,14.6571,13.8226,13.9612,11.4949,12.0317,15.1152,12.8029,12.4161,10.3934,14.5244,11.3821,13.1849,10.6367,10.1611,13.3344,14.875,12.5591,11.3176,3.4594,15.1191,10.7682,12.4257,11.6702,10.8611,10.7855,12.2255
"GTEX-U412-1826-SM-4DXTJ",10.8877,10.1836,11.9218,10.0795,11.577,11.1883,10.2571,7.5925,9.8826,9.9263,8.8639,10.051,6.9542,5.9773,8.9915,11.8688,8.9278,12.4323,10.2538,10.9701,10.5846,11.9851,11.0627,10.8533,11.4325,10.4707,10.9593,11.0028,11.3647,12.4752,11.1762,10.8082,10.6897,11.5529,12.0353,7.4998,11.1085,11.17,11.3674,11.0881,12.5848,11.0028,9.8234,10.0331,9.7698,7.7142,2.8074,9.8611,11.0768,7.4263,10.2009,8.0444,10.1189,11.7797,11.7262,9.4136,9.3966,10.7991,9.5661,13.3082,10.8226,9.1948,10.6865,9.403,4.4594,10.9513,10.6689,2,11.137,12.2831,9.2674,9.014,11.3564,12.3261,10.9941,9.0189,6.6993,9.1739,10.0607,11.5762,9.3174,10.3608,10.7985,12.7789,10.4351,9.0156,12.4906,10.6753,6.0661,7.5078,8.4717,12.3834,7.1799,9.8826,9.0688,5.6147,6.4594,8.2668,9.8099,9.543,7.8887,7.4757,7.4594,9.1421,2.3219,8.858,7.585,10.0941,7.6935,8.1396,11.0977,10.557,11.4751,12.5682,12.7651,8.7649,10.0832,12.5651,11.0444,10.9069,10.5362,12.9491,12.964,10.8619,10.3236,11.1502,12.4868,13.0175,11.5078,12.5094,11.9651,13.2063,17.7095,11.9348,9.944,13.5287,9.8202,13.006,13.1382,13.8948,12.6774,13.7064,10.697,11.2525,14.5489,11.7808,11.3654,9.768,13.9618,9.6129,12.0559,9.7275,7.6221,12.7353,13.6318,11.3564,10.6386,3.8074,13.9805,9.7142,11.6344,10.533,10.6138,10.0782,11.5206
"GTEX-1192X-2326-SM-5987X",11.7301,11.703,12.6328,11.3537,12.0376,11.6268,11.0518,8.6753,11.3055,10.6294,9.2533,11.2894,8.4998,7.7482,10.2384,12.4522,9.9248,12.9602,10.5216,11.432,11.8319,12.5714,11.7661,11.2871,12.1121,11.8607,11.4419,11.8106,11.2276,12.8551,11.7211,11.4409,11.7484,11.0013,12.2924,9.4471,11.9883,12.2389,11.8514,11.883,13.2886,12.454,11.1966,11.3824,10.6312,9.7177,3.585,10.6573,11.4924,7.5469,10.6211,9.4878,10.5749,11.7632,12.4139,9.858,10.8634,12.0578,10.341,13.4566,11.3437,10.0782,10.643,10.2633,7.2668,11.3848,11.3359,3.3219,11.2639,12.6738,10.7398,7.4998,12.4128,12.608,11.0449,9.7197,6.4276,9.2732,10.821,12.4083,10.3095,10.4898,11.3723,13.6812,11.2788,7.6979,12.3273,10.8362,7.7211,8.5736,10.5108,13.3048,9.3174,11.825,10.8595,7.5622,9.0907,8.6935,10.301,10.6138,9.0481,8.1033,8.6257,10.6484,5.8329,9.3859,8.683,10.3608,8.8138,7.6221,11.8681,11.7789,11.9454,13.3849,13.2432,9.5353,10.5118,13.4564,12.4388,11.6444,11.8049,14.1293,13.6205,10.8688,10.3459,11.551,12.9537,13.747,10.9922,12.4811,11.813,13.9443,18.7336,12.5505,10.4788,14.3804,10.2958,13.668,14.1078,14.3349,13.7349,14.115,11.7082,12.164,15.1038,12.8362,11.7249,10.6367,14.8237,11.1383,13.1591,10.6557,9.796,13.4328,14.8484,12.3551,11.4005,3.585,15.0018,11.0417,12.3156,12.0222,11.2275,10.9823,11.3647
"GTEX-T2YK-2226-SM-32QPT",10,10.6978,11.3112,9.6036,10.4963,9.9816,9.8455,7.4836,9.8994,9.3061,8.0422,10.0362,7.8642,6.7279,8.5925,10.6768,8.3129,11.0768,9.1007,10.0334,9.687,10.8464,10.4878,10.1098,9.9644,9.7758,10.2143,10.2396,9.6564,11.5589,10.2691,9.8408,10.5227,9.1422,10.902,7.9248,10.6935,10.8002,10.4083,10.6202,11.905,10.9787,9.6777,9.4662,8.8734,7.9773,4.7549,9.4009,9.8106,6.585,9.7764,7.4512,8.7638,10.5774,11.0961,8.7279,9.2691,10.5253,9.2712,11.7368,10.1124,8.2946,9.4471,8.9159,5.3219,10.0688,9.8963,4.7549,9.875,11.5957,9.4998,5.0875,14.5779,11.1536,8.9025,8.8951,6.1841,7.5393,9.5943,10.8074,9.0688,8.8642,11.2318,12.2378,8.4483,7.7681,11.3066,8.9004,6.7682,7.7211,9.3794,11.8005,7.6366,10.2761,9.6689,5.9542,9.5892,7.7482,9.1875,9.7465,7.8313,6.6147,6.5236,9.5718,3.8074,8.5236,7.4009,8.8455,7.2946,5.4919,10.5448,10.5178,10.5343,11.8595,11.4276,8.3399,8.2199,12.6278,11.1929,9.8811,10.1447,12.9462,12.403,9.4818,8.6995,10.2505,11.7121,11.9915,9.1923,10.9013,10.813,12.4202,17.2547,11.1504,9.3399,12.9485,8.858,12.3012,12.8987,13.4385,11.6281,13.8932,10.1357,10.3826,14.1988,11.2396,10.505,9.3541,13.1562,9.3902,11.8253,9.3376,8.4553,11.9816,13.7692,10.8704,9.9469,3,13.9732,9.8361,10.7406,10.7066,9.8329,10.1812,9.8719
"GTEX-ZEX8-2226-SM-57WC6",11.1876,11.2095,12.117,10.5108,11.4001,11.2335,10.3371,7.9825,10.8178,9.8626,8.6395,10.6097,7.3487,7.3129,9.2877,12.4783,9.6202,12.275,10.8734,10.7814,12.2177,12.42,11.1039,10.6466,11.4462,11.0505,10.941,10.821,10.5068,12.776,11.2668,10.6073,10.7974,11.1132,11.4706,8.6257,11.0471,11.1662,10.8337,10.9366,12.5943,11.4231,10.6211,11.0804,10.2597,8.9159,5.585,9.7961,10.875,6.858,9.8564,8.9039,10.0782,11.4099,11.2058,9.2923,10.783,11.5391,9.7596,12.9229,10.7855,9.3038,10.5821,9.7879,5.3923,9.9352,10.8305,4.585,10.6742,11.4558,10.1699,8.7846,11.9492,11.817,10.9732,9.0301,6.5076,7.8756,10.314,11.6699,9.2831,9.9263,9.4263,12.6239,10.6331,7.3202,11.8736,10.6072,6.5699,9.1649,10.7789,12.478,8.8857,10.9506,10.3641,5.9542,8.7447,7.7482,9.5723,9.7944,8.3193,7.3309,8.1997,9.8903,5.3576,8.8392,7.9425,9.7228,8.098,7.1293,11.3408,11.422,11.3083,12.4818,13.2208,8.7912,9.6117,12.5372,11.6234,10.6733,11.0042,13.3401,12.8131,9.9009,9.5447,10.6151,12.5058,13.0399,11.0708,11.8921,11.2324,12.819,17.8514,11.5503,9.4533,13.5013,9.8074,13.1349,13.4076,13.7978,13.2284,13.1868,10.9944,11.3026,14.0865,12.3021,11.5391,9.9515,13.8494,10.6366,12.8862,9.9303,9.3945,13.2722,14.2243,11.6307,10.8049,5,15.7028,10.1536,11.6266,10.968,10.6978,9.9844,12.1102
"GTEX-139TU-0626-SM-5KM3X",11.4376,10.8603,11.8711,10.5906,11.3727,10.8824,10.5235,7.6714,10.1624,9.9114,9.0879,10.3955,8.2143,7.8887,10.0224,11.8773,9.2854,12.2874,9.6092,10.7271,11.8014,12.3419,10.6564,10.6978,11.325,11.3982,11.2889,11.5058,10.769,12.3842,11.4205,10.7952,11.1371,11.3308,11.8619,8.7781,11.3387,11.3562,11.2396,11.2738,12.5,11.5255,9.66,10.7916,10.207,8.5999,4.585,10.0279,11.021,7.0553,10.315,8.8642,9.8311,11.7591,11.7279,8.8424,10.1033,11.667,9.4594,12.9035,10.7557,9.236,10.3197,10.5088,5.2479,9.7633,10.9801,3.9069,10.7313,11.5294,9.7993,9.3509,12.2534,12.1561,11.4844,9.5705,7.6368,9.0499,10.3977,11.8112,9.5584,10.7781,9.8811,12.9942,11.6216,7.4182,11.6497,10.8333,6.4429,9.2738,9.5546,12.464,9.2119,10.8781,10.332,5.9307,11.3418,7.8948,9.3992,9.9069,8.6304,7.4263,8.5887,9.69,5.9542,9.0928,7.9944,9.7262,8.0444,7.5157,11.2465,11.0331,10.8416,12.2871,13.0249,9.1163,10.2002,12.9894,11.4414,10.6865,10.9256,13.2139,13.1709,10.6411,9.6958,10.7958,12.0644,13.6156,10.9129,12.4532,11.0396,13.2231,17.6627,11.3089,9.8439,13.4078,9.8857,13.4654,13.1468,14.0274,13.351,13.4204,11.5803,11.6421,13.9842,12.4491,11.856,10.2749,13.9396,10.3652,12.7243,9.8805,8.8704,13.1641,13.9743,11.6693,10.8665,5.9773,14.8983,10.0634,10.5803,10.7206,10.7879,10.6257,11.9708
